code,name,nav_date,nav,acc_nav,day_change,week_change,month_change,three_month_change,six_month_change,year_change
019874,广发稀有金属ETF联接A,2026-04-27,2.0803,2.0803,-0.49,-1.11,8.74,1.08,26.41,115.35
024978,易方达上证科创板200ETF联接A,2026-04-27,1.2906,1.2906,1.73,2.06,12.89,3.75,26.36,0.0
090012,大成深证成长40ETF联接A,2026-04-27,1.7425,1.7425,-0.53,-0.55,10.98,16.79,26.29,97.16
019875,广发稀有金属ETF联接C,2026-04-27,2.0661,2.0661,-0.49,-1.12,8.71,1.01,26.23,114.73
021532,天弘半导体设备指数A,2026-04-27,2.2485,2.2485,5.92,7.48,17.35,2.99,26.23,82.76
024979,易方达上证科创板200ETF联接C,2026-04-27,1.2882,1.2882,1.73,2.04,12.86,3.68,26.16,0.0
019254,大成深证成长40ETF联接C,2026-04-27,1.729,1.729,-0.53,-0.55,10.95,16.71,26.1,96.59
021533,天弘半导体设备指数C,2026-04-27,2.2399,2.2399,5.91,7.48,17.33,2.93,26.1,82.39
023748,广发上证科创板200ETF联接A,2026-04-27,1.2897,1.2897,1.74,2.03,12.73,3.53,26.02,0.0
023621,华夏上证科创板200ETF联接A,2026-04-27,1.2698,1.2698,1.72,1.98,12.69,3.84,25.95,0.0
018851,博时标普石油天然气勘探及生产精选行业指数发起(QDII)A人民币,2026-04-24,1.0746,1.0746,-0.76,5.09,-6.57,21.62,25.91,38.46
023749,广发上证科创板200ETF联接C,2026-04-27,1.2874,1.2874,1.73,2.03,12.7,3.46,25.82,0.0
023382,华泰柏瑞上证科创板200ETF发起式联接A,2026-04-27,1.5863,1.5863,1.66,1.93,12.4,3.65,25.81,71.38
024417,华夏上证科创板半导体材料设备主题ETF发起式联接A,2026-04-27,1.5703,1.5703,5.99,7.66,17.9,1.28,25.81,0.0
023388,华泰柏瑞上证科创板200ETF发起式联接I,2026-04-27,1.5844,1.5844,1.66,1.93,12.39,3.62,25.75,71.21
023622,华夏上证科创板200ETF联接C,2026-04-27,1.2671,1.2671,1.72,1.96,12.65,3.76,25.75,0.0
023383,华泰柏瑞上证科创板200ETF发起式联接C,2026-04-27,1.5826,1.5826,1.66,1.93,12.38,3.6,25.69,71.04
018853,博时标普石油天然气勘探及生产精选行业指数发起(QDII)C人民币,2026-04-24,1.0591,1.0591,-0.76,5.08,-6.6,21.51,25.68,37.99
024418,华夏上证科创板半导体材料设备主题ETF发起式联接C,2026-04-27,1.5683,1.5683,5.99,7.65,17.88,1.23,25.68,0.0
023828,万家中证半导体材料设备主题ETF发起式联接A,2026-04-27,1.8325,1.8325,5.78,7.37,17.0,2.76,25.4,0.0
023829,万家中证半导体材料设备主题ETF发起式联接C,2026-04-27,1.829,1.829,5.78,7.37,16.99,2.72,25.28,0.0
021893,易方达半导体设备ETF联接A,2026-04-27,1.7262,1.7262,5.86,7.28,16.92,2.48,25.04,79.12
023518,国投瑞银上证科创板200指数发起式A,2026-04-27,1.6633,1.6633,1.69,1.89,12.58,3.52,25.01,79.47
024974,华泰柏瑞上证科创板半导体材料设备主题ETF发起式联接A,2026-04-27,1.6663,1.6663,5.87,7.62,17.82,2.4,24.99,0.0
024975,华泰柏瑞上证科创板半导体材料设备主题ETF发起式联接C,2026-04-27,1.664,1.664,5.87,7.62,17.8,2.34,24.87,0.0
021894,易方达半导体设备ETF联接C,2026-04-27,1.7189,1.7189,5.86,7.28,16.88,2.39,24.86,78.59
023519,国投瑞银上证科创板200指数发起式C,2026-04-27,1.6586,1.6586,1.69,1.88,12.55,3.46,24.86,79.0
020639,广发半导体设备ETF联接A,2026-04-27,2.2653,2.2653,5.94,7.36,17.2,2.54,24.83,78.36
019632,国泰半导体设备ETF联接A,2026-04-27,1.9696,1.9696,5.84,7.19,16.68,2.57,24.81,77.51
020356,华夏半导体材料设备ETF联接A,2026-04-27,2.3717,2.3717,5.92,7.37,17.05,2.4,24.71,78.74
019633,国泰半导体设备ETF联接C,2026-04-27,1.9601,1.9601,5.84,7.19,16.67,2.52,24.69,77.16
019827,鹏华国证石油天然气ETF联接A,2026-04-27,1.2977,1.2977,0.21,0.93,-1.84,5.8,24.65,43.31
020640,广发半导体设备ETF联接C,2026-04-27,2.2509,2.2509,5.93,7.35,17.17,2.46,24.64,77.82
023686,建信上证科创板200ETF联接A,2026-04-27,1.2666,1.2666,1.69,1.71,12.21,2.62,24.62,0.0
020357,华夏半导体材料设备ETF联接C,2026-04-27,2.3558,2.3558,5.92,7.36,17.02,2.32,24.53,78.21
019828,鹏华国证石油天然气ETF联接C,2026-04-27,1.2927,1.2927,0.21,0.92,-1.86,5.74,24.51,43.03
023687,建信上证科创板200ETF联接C,2026-04-27,1.2651,1.2651,1.69,1.7,12.18,2.57,24.49,0.0
025490,平安中证卫星产业指数A,2026-04-27,1.2404,1.2404,0.56,-4.57,9.85,-10.88,23.97,0.0
025491,平安中证卫星产业指数C,2026-04-27,1.2384,1.2384,0.56,-4.57,9.83,-10.94,23.8,0.0
023926,鹏华上证科创板200ETF联接A,2026-04-27,1.6698,1.6698,1.71,1.37,11.8,2.31,23.1,0.0
023927,鹏华上证科创板200ETF联接C,2026-04-27,1.6667,1.6667,1.71,1.37,11.79,2.26,22.99,0.0
017547,天弘国证2000指数增强A,2026-04-27,1.66,1.66,0.63,0.16,8.77,3.68,22.49,67.47
017548,天弘国证2000指数增强C,2026-04-27,1.6447,1.6447,0.63,0.16,8.75,3.6,22.31,66.97
161715,招商大宗商品(LOF),2026-04-27,2.4538,2.5923,-0.49,-0.31,2.7,-0.26,22.06,65.11
