code,name,nav_date,nav,acc_nav,day_change,week_change,month_change,three_month_change,six_month_change,year_change
001668,汇添富全球移动互联混合(QDII)人民币A,2026-05-07,5.193,5.193,-1.18,4.24,20.61,16.92,13.78,43.29
164701,汇添富黄金及贵金属(QDII-LOF-FOF)A,2026-05-07,1.864,1.864,0.11,1.64,-0.69,-7.03,13.73,31.27
018543,汇添富黄金及贵金属(QDII-LOF-FOF)C,2026-05-07,1.841,1.841,0.11,1.66,-0.7,-7.11,13.57,30.75
501312,华宝海外科技股票(QDII-LOF)A,2026-05-08,2.283,2.283,2.75,6.32,16.81,15.06,13.49,52.3
015202,汇添富全球移动互联混合(QDII)人民币C,2026-05-07,5.0581,5.0581,-1.19,4.22,20.55,16.74,13.44,42.43
017204,华宝海外科技股票(QDII-LOF)C,2026-05-08,2.2647,2.2647,2.75,6.31,16.78,14.98,13.32,51.84
019265,南方港股数字经济混合发起(QDII)A,2026-05-07,2.0107,2.0107,3.63,9.37,22.56,13.84,13.11,34.51
016701,银华海外数字经济量化选股混合发起式(QDII)A,2026-05-07,2.0223,2.0223,-1.0,5.35,25.64,18.37,13.05,53.19
013328,嘉实全球价值股票(QDII)人民币,2026-05-07,1.6332,1.6332,-1.14,2.97,13.19,8.44,12.91,34.53
016702,银华海外数字经济量化选股混合发起式(QDII)C,2026-05-07,1.9936,1.9936,-1.0,5.35,25.6,18.27,12.84,52.56
019075,嘉实全球产业精选混合发起式(QDII)人民币,2026-05-07,1.3907,1.3907,0.04,2.85,13.29,8.85,12.84,23.57
019266,南方港股数字经济混合发起(QDII)C,2026-05-07,1.9812,1.9812,3.64,9.36,22.51,13.67,12.78,33.7
320013,诺安全球黄金,2026-05-07,2.283,2.446,0.44,1.87,0.26,-5.89,12.69,28.84
009108,富国红利精选混合(QDII)人民币,2026-05-07,2.0934,2.0934,0.19,1.68,3.5,2.72,12.62,39.71
050020,博时抗通胀增强回报,2026-05-07,0.673,0.673,-0.15,1.82,8.55,7.68,11.79,33.53
000041,华夏全球股票(QDII)(人民币),2026-05-07,1.502,1.502,-1.03,3.07,15.1,9.9,11.71,30.42
165513,中信保诚全球商品主题(QDII-FOF-LOF)A,2026-05-07,1.1223,1.1223,0.17,1.54,-0.51,-6.37,11.44,27.13
020969,中信保诚全球商品主题(QDII-FOF-LOF)C,2026-05-07,1.0871,1.0871,0.18,1.53,-0.54,-6.45,11.29,26.85
007280,摩根日本精选股票(QDII)A,2026-05-08,2.165,2.165,0.13,4.95,5.45,5.46,10.43,22.81
019449,摩根日本精选股票(QDII)C,2026-05-08,2.1475,2.1475,0.13,4.95,5.42,5.35,10.21,22.32
019230,广发全球稳健配置混合(QDII)人民币A,2026-05-07,1.1326,1.1326,0.52,2.25,14.48,10.43,9.8,15.17
161620,融通核心价值混合A,2026-05-07,1.1317,1.1317,0.61,5.16,16.11,8.46,9.59,47.63
019231,广发全球稳健配置混合(QDII)人民币C,2026-05-07,1.1217,1.1217,0.52,2.25,14.45,10.31,9.55,14.61
000043,嘉实美国成长股票人民币,2026-05-07,6.241,6.241,-0.98,2.92,15.72,10.44,9.32,37.41
014127,融通核心价值混合C,2026-05-07,1.1053,1.1053,0.62,5.08,15.98,8.25,9.29,46.86
100061,富国中国中小盘混合(QDII)人民币A,2026-05-07,3.6992,4.2342,1.53,3.15,4.3,-0.09,9.21,28.85
163813,中银全球策略(QDII-FOF)A,2026-05-07,1.1396,1.1396,-0.52,2.66,11.66,7.12,9.16,30.18
241001,华宝海外中国成长混合,2026-05-08,1.64,1.64,-1.91,5.53,4.33,9.92,8.97,34.54
020957,中银全球策略(QDII-FOF)C,2026-05-07,1.1274,1.1274,-0.51,2.66,11.63,7.02,8.95,29.74
024846,富国中国中小盘混合(QDII)人民币C,2026-05-07,3.6869,3.6869,1.53,3.14,4.26,-0.2,8.95,0.0
006282,摩根欧洲动力策略股票(QDII)A,2026-05-07,1.7996,1.7996,-0.76,1.23,4.71,-0.79,7.92,13.53
