date,nav,daily_return
2022-01-21,1.0,0.0
2022-01-28,0.9661,0.0
2022-02-11,0.9525,0.0
2022-02-18,0.9738,0.0
2022-02-25,0.9848,0.0
2022-03-04,0.9682,0.0
2022-03-11,0.9364,0.0
2022-03-18,0.9335,0.0
2022-03-25,0.9336,0.0
2022-04-01,0.9457,0.0
2022-04-08,0.9315,0.0
2022-04-15,0.8901,0.0
2022-04-22,0.8463,0.0
2022-04-29,0.8677,0.0
2022-05-06,0.8595,0.0
2022-05-13,0.89,0.0
2022-05-20,0.9219,0.0
2022-05-27,0.9015,0.0
2022-06-02,0.945,0.0
2022-06-10,1.0028,0.0
2022-06-17,1.0362,0.0
2022-06-24,1.0631,0.0
2022-06-30,1.0665,0.0
2022-07-01,1.0649,-0.0015
2022-07-08,1.0539,0.0
2022-07-15,1.0514,0.0
2022-07-22,1.037,0.0
2022-07-29,1.0444,0.0
2022-08-05,1.0201,0.0
2022-08-12,1.0377,0.0
2022-08-19,1.0578,0.0
2022-08-26,1.0302,0.0
2022-09-02,0.9673,0.0
2022-09-09,1.0084,0.0
2022-09-16,0.9358,0.0
2022-09-23,0.9423,0.0
2022-09-30,0.9043,0.0
2022-10-14,0.922,0.0
2022-10-21,0.9111,0.0
2022-10-28,0.8842,0.0
2022-11-04,0.9175,0.0
2022-11-11,0.8946,0.0
2022-11-18,0.8672,0.0
2022-11-25,0.8591,0.0
2022-12-02,0.8522,0.0
2022-12-09,0.8555,0.0
2022-12-16,0.8464,0.0
2022-12-23,0.8242,0.0
2022-12-30,0.8314,0.0
2022-12-31,0.8314,0.0
2023-01-06,0.8535,0.0
2023-01-13,0.8838,0.0
2023-01-20,0.9009,0.0
2023-02-03,0.8834,0.0
2023-02-10,0.8828,0.0
2023-02-17,0.8554,0.0
2023-02-24,0.8576,0.0
2023-03-03,0.8522,0.0
2023-03-10,0.8216,0.0
2023-03-17,0.8166,0.0
2023-03-24,0.8156,0.0
2023-03-31,0.8253,0.0
2023-04-07,0.8305,0.0
2023-04-14,0.8254,0.0
2023-04-21,0.8192,0.0
2023-04-28,0.8298,0.0
2023-05-05,0.8194,0.0
2023-05-12,0.7834,0.0
2023-05-19,0.8013,0.0
2023-05-26,0.7978,0.0
2023-06-02,0.7968,0.0
2023-06-09,0.7827,0.0
2023-06-16,0.8142,0.0
2023-06-21,0.8103,0.0
2023-06-30,0.8229,0.0
2023-07-07,0.8116,0.0
2023-07-14,0.8185,0.0
2023-07-21,0.8017,0.0
2023-07-28,0.8112,0.0
2023-08-04,0.8027,0.0
2023-08-11,0.7853,0.0
2023-08-18,0.7741,0.0
2023-08-25,0.7513,0.0
2023-09-01,0.7789,0.0
2023-09-08,0.7643,0.0
2023-09-15,0.7599,0.0
2023-09-22,0.761,0.0
2023-09-28,0.7769,0.0
2023-10-13,0.7584,0.0
2023-10-20,0.7241,0.0
2023-10-27,0.7391,0.0
2023-11-03,0.7522,0.0
2023-11-10,0.7473,0.0
2023-11-17,0.7497,0.0
2023-11-24,0.7428,0.0
2023-12-01,0.7452,0.0
2023-12-08,0.724,0.0
2023-12-15,0.7137,0.0
2023-12-22,0.708,0.0
2023-12-29,0.7229,0.0
2023-12-31,0.7229,0.0
2024-01-05,0.7038,0.0
2024-01-12,0.6946,0.0
2024-01-19,0.6689,0.0
2024-01-22,0.646,-0.0342
2024-01-23,0.6511,0.0079
2024-01-24,0.6526,0.0023
2024-01-25,0.6687,0.024700000000000003
2024-01-26,0.661,-0.0115
2024-01-29,0.6485,-0.0189
2024-01-30,0.638,-0.016200000000000003
2024-01-31,0.6281,-0.0155
2024-02-01,0.6272,-0.0014000000000000002
2024-02-02,0.6135,-0.0218
2024-02-05,0.5963,-0.027999999999999997
2024-02-06,0.6333,0.062
