date,nav,daily_return
2017-01-25,1.0,0.0
2017-01-26,1.0,0.0
2017-02-03,1.0,0.0
2017-02-10,0.9997,0.0
2017-02-17,1.0015,0.0
2017-02-24,1.0041,0.0
2017-02-27,0.9978,-0.006273999999999999
2017-02-28,1.0083,0.010523
2017-03-01,1.0033,-0.004959
2017-03-02,0.9948,-0.008472
2017-03-03,0.9875,-0.007338
2017-03-06,0.9865,-0.001013
2017-03-07,0.9803,-0.006285
2017-03-08,0.9759,-0.004488
2017-03-09,0.9642,-0.011989000000000001
2017-03-10,0.9592,-0.005186
2017-03-13,0.9682,0.009383
2017-03-14,0.9742,0.006197
2017-03-15,0.9793,0.005235
2017-03-16,0.9874,0.008270999999999999
2017-03-17,0.9709,-0.016711
2017-03-20,0.9788,0.008137
2017-03-21,0.9686,-0.010421
2017-03-22,0.9626,-0.006195000000000001
2017-03-23,0.9724,0.010181
2017-03-24,0.9839,0.011826000000000001
2017-03-27,0.9809,-0.003049
2017-03-28,0.9792,-0.0017330000000000002
2017-03-29,0.9935,0.014603999999999999
2017-03-30,0.9806,-0.012984
2017-03-31,0.9788,-0.0018360000000000002
2017-04-05,1.0038,0.025541
2017-04-06,1.0123,0.008468
2017-04-07,1.0079,-0.004347
2017-04-10,1.0184,0.010418
2017-04-11,1.0319,0.013255999999999999
2017-04-12,1.0223,-0.009303
2017-04-13,1.0348,0.012226999999999998
2017-04-14,1.0241,-0.01034
2017-04-17,1.0121,-0.011718
2017-04-18,1.0039,-0.008102
2017-04-19,0.9774,-0.026397
2017-04-20,0.9661,-0.011560999999999998
2017-04-21,0.9717,0.005797
2017-04-24,0.9401,-0.03252
2017-04-25,0.9429,0.002978
2017-04-26,0.9494,0.006894
2017-04-27,0.9537,0.004529
2017-04-28,0.9624,0.009122
2017-05-02,0.9609,-0.001559
2017-05-03,0.9494,-0.011968000000000001
2017-05-04,0.9369,-0.013166
2017-05-05,0.9119,-0.026684
2017-05-08,0.8928,-0.020945000000000002
2017-05-09,0.8998,0.007841
2017-05-10,0.8776,-0.024672
2017-05-11,0.878,0.000456
2017-05-12,0.8784,0.000456
2017-05-15,0.8823,0.00444
2017-05-16,0.8933,0.012466999999999999
2017-05-17,0.8991,0.006493
2017-05-18,0.8961,-0.003337
2017-05-19,0.9047,0.009597
2017-05-22,0.9004,-0.004753
2017-05-23,0.8781,-0.024767
2017-05-24,0.8807,0.0029609999999999997
2017-05-25,0.8994,0.021233
2017-05-26,0.8968,-0.0028910000000000003
2017-05-31,0.8927,-0.004572
2017-06-01,0.8723,-0.022852
2017-06-02,0.88,0.008827
2017-06-05,0.8836,0.004091
2017-06-06,0.8855,0.00215
2017-06-07,0.9026,0.019311000000000002
2017-06-08,0.9029,0.000332
2017-06-09,0.9013,-0.001772
2017-06-12,0.8904,-0.012094
2017-06-13,0.9076,0.019317
2017-06-14,0.9059,-0.0018729999999999999
2017-06-15,0.914,0.008941
2017-06-16,0.9136,-0.00043799999999999997
2017-06-19,0.9248,0.012258999999999999
2017-06-20,0.9226,-0.002379
2017-06-21,0.9224,-0.00021700000000000002
2017-06-22,0.9148,-0.008239
2017-06-23,0.917,0.002405
2017-06-26,0.9287,0.012759
2017-06-27,0.9312,0.002692
2017-06-28,0.9353,0.004403000000000001
2017-06-29,0.9433,0.008553
2017-06-30,0.9407,-0.002756
2017-07-03,0.9661,0.027001
2017-07-04,0.9532,-0.013352999999999999
2017-07-05,0.9658,0.013219000000000002
2017-07-06,0.9752,0.009733
2017-07-07,0.994,0.019278
2017-07-10,1.002,0.008048
2017-07-11,0.9896,-0.012375
2017-07-12,0.9995,0.010003999999999999
2017-07-13,1.0103,0.010805
2017-07-14,1.0058,-0.0044540000000000005
2017-07-17,0.9889,-0.016803
2017-07-18,1.0227,0.034179
2017-07-19,1.0811,0.057104
2017-07-20,1.0815,0.00037
2017-07-21,1.0806,-0.000832
2017-07-24,1.0672,-0.012401
2017-07-25,1.0677,0.00046899999999999996
2017-07-26,1.0754,0.007212
2017-07-27,1.0477,-0.025758
2017-07-28,1.0594,0.011167
2017-07-31,1.11,0.047763
2017-08-01,1.0948,-0.013694
2017-08-02,1.0987,0.003562
2017-08-03,1.1224,0.021570999999999996
2017-08-04,1.124,0.001426
2017-08-07,1.1608,0.03274
2017-08-08,1.1562,-0.0039629999999999995
2017-08-09,1.1905,0.029666
2017-08-10,1.1804,-0.008484
2017-08-11,1.1185,-0.05244
2017-08-14,1.1187,0.000179
2017-08-15,1.1185,-0.000179
2017-08-16,1.1186,8.9e-05
2017-08-17,1.1207,0.001877
2017-08-18,1.121,0.000268
2017-08-21,1.1216,0.000535
2017-08-22,1.1212,-0.000357
2017-08-23,1.1153,-0.005262
2017-08-24,1.1166,0.001166
2017-08-25,1.1216,0.004477999999999999
2017-08-28,1.1237,0.001872
2017-08-29,1.1211,-0.002314
2017-08-30,1.1323,0.00999
2017-08-31,1.1326,0.000265
2017-09-01,1.1473,0.012979000000000001
2017-09-04,1.1452,-0.00183
2017-09-05,1.1382,-0.006111999999999999
2017-09-06,1.1435,0.004656
2017-09-07,1.1238,-0.017228
2017-09-08,1.125,0.0010680000000000002
2017-09-11,1.1479,0.020356
2017-09-12,1.1447,-0.002788
2017-09-13,1.1599,0.013279000000000001
2017-09-14,1.1452,-0.012674000000000001
2017-09-15,1.1076,-0.032833
2017-09-18,1.1108,0.002889
2017-09-19,1.1044,-0.005762000000000001
2017-09-20,1.1222,0.016117
2017-09-21,1.1049,-0.015416000000000001
2017-09-22,1.0951,-0.00887
2017-09-25,1.08,-0.013789000000000001
2017-09-26,1.092,0.011111
2017-09-27,1.1106,0.017033
2017-09-28,1.0975,-0.011795
2017-09-29,1.1003,0.002551
2017-10-09,1.1008,0.00045400000000000003
2017-10-10,1.0809,-0.018078
2017-10-11,1.0802,-0.0006479999999999999
2017-10-12,1.0738,-0.005925000000000001
2017-10-13,1.0833,0.008847
2017-10-16,1.0911,0.0072
2017-10-17,1.0712,-0.018238
2017-10-18,1.0539,-0.01615
2017-10-19,1.045,-0.008445000000000001
2017-10-20,1.0693,0.023254
