date,nav,daily_return
2016-10-31,1.0,0.0
2016-11-04,1.0,0.0
2016-11-11,1.001,0.0
2016-11-18,1.001,0.0
2016-11-25,1.002,0.0
2016-12-02,1.001,0.0
2016-12-09,1.002,0.0
2016-12-16,1.001,0.0
2016-12-23,1.002,0.0
2016-12-30,1.004,0.0
2016-12-31,1.004,0.0
2017-01-06,1.005,0.0
2017-01-13,1.006,0.0
2017-01-20,1.006,0.0
2017-01-26,1.007,0.0
2017-02-03,1.007,0.0
2017-02-10,1.008,0.0
2017-02-17,1.009,0.0
2017-02-20,1.009,0.0
2017-02-21,1.009,0.0
2017-02-22,1.009,0.0
2017-02-23,1.009,0.0
2017-02-24,1.01,0.000991
2017-02-27,1.01,0.0
2017-02-28,1.01,0.0
2017-03-01,1.01,0.0
2017-03-02,1.01,0.0
2017-03-03,1.01,0.0
2017-03-06,1.01,0.0
2017-03-07,1.01,0.0
2017-03-08,1.01,0.0
2017-03-09,1.01,0.0
2017-03-10,1.01,0.0
2017-03-13,1.01,0.0
2017-03-14,1.01,0.0
2017-03-15,1.01,0.0
2017-03-16,1.011,0.00099
2017-03-17,1.011,0.0
2017-03-20,1.011,0.0
2017-03-21,1.011,0.0
2017-03-22,1.003,0.0
2017-03-23,1.003,0.0
2017-03-24,1.0032,0.000199
2017-03-27,1.0039,0.000698
2017-03-28,1.0042,0.000299
2017-03-29,1.0043,0.0001
2017-03-30,1.0043,0.0
2017-03-31,1.0045,0.000199
2017-04-05,1.0054,0.000896
2017-04-06,1.0056,0.000199
2017-04-07,1.0059,0.000298
2017-04-10,1.0062,0.000298
2017-04-11,1.0062,0.0
2017-04-12,1.0063,9.900000000000001e-05
2017-04-13,1.0064,9.900000000000001e-05
2017-04-14,1.0062,-0.000199
2017-04-17,1.0061,-9.900000000000001e-05
2017-04-18,1.006,-9.900000000000001e-05
2017-04-19,1.006,0.0
2017-04-20,1.0057,-0.000298
2017-04-21,1.0055,-0.000199
2017-04-24,1.0053,-0.000199
2017-04-25,1.0052,-9.900000000000001e-05
2017-04-26,1.0053,9.900000000000001e-05
2017-04-27,1.0057,0.000398
2017-04-28,1.0057,0.0
2017-05-02,1.0061,0.000398
2017-05-03,1.0056,-0.000497
2017-05-04,1.0054,-0.000199
2017-05-05,1.0054,0.0
2017-05-08,1.0053,-9.900000000000001e-05
2017-05-09,1.0049,-0.000398
2017-05-10,1.0041,-0.000796
2017-05-11,1.0041,0.0
2017-05-12,1.0039,-0.000199
2017-05-15,1.0043,0.000398
2017-05-16,1.0043,0.0
2017-05-17,1.0046,0.000299
2017-05-18,1.0048,0.000199
2017-05-19,1.005,0.000199
2017-05-22,1.0053,0.000299
2017-05-23,1.0056,0.000298
2017-05-24,1.0059,0.000298
2017-05-25,1.006,9.900000000000001e-05
2017-05-26,1.0062,0.000199
2017-05-31,1.0071,0.0008939999999999999
2017-06-01,1.0074,0.000298
2017-06-02,1.0075,9.900000000000001e-05
2017-06-05,1.0079,0.000397
2017-06-06,1.0079,0.0
2017-06-07,1.0082,0.000298
2017-06-08,1.0086,0.000397
2017-06-09,1.0087,9.900000000000001e-05
2017-06-12,1.0093,0.0005949999999999999
2017-06-13,1.01,0.0006940000000000001
2017-06-14,1.0105,0.000495
2017-06-15,1.0109,0.00039600000000000003
2017-06-16,1.0112,0.000297
2017-06-19,1.0121,0.00089
2017-06-20,1.0127,0.000593
2017-06-21,1.0134,0.000691
2017-06-22,1.0132,-0.000197
2017-06-23,1.0133,9.900000000000001e-05
2017-06-26,1.0141,0.000789
2017-06-27,1.0148,0.0006900000000000001
2017-06-28,1.0153,0.000493
2017-06-29,1.0155,0.000197
2017-06-30,1.0155,0.0
2017-07-03,1.0159,0.000394
2017-07-04,1.0159,0.0
2017-07-05,1.0158,-9.8e-05
2017-07-06,1.0162,0.000394
2017-07-07,1.0163,9.8e-05
2017-07-10,1.0166,0.00029499999999999996
2017-07-11,1.0166,0.0
2017-07-12,1.0166,0.0
2017-07-13,1.0168,0.000197
2017-07-14,1.0173,0.000492
2017-07-17,1.0179,0.0005899999999999999
2017-07-18,1.0176,-0.00029499999999999996
2017-07-19,1.0176,0.0
2017-07-20,1.0175,-9.8e-05
2017-07-21,1.0173,-0.000197
2017-07-24,1.018,0.000688
2017-07-25,1.0184,0.000393
2017-07-26,1.0185,9.8e-05
2017-07-27,1.0185,0.0
2017-07-28,1.0189,0.000393
2017-07-31,1.0193,0.000393
2017-08-01,1.0192,-9.8e-05
2017-08-02,1.0192,0.0
2017-08-03,1.0194,0.000196
2017-08-04,1.0198,0.000392
2017-08-07,1.0197,-9.8e-05
2017-08-08,1.0193,-0.000392
2017-08-09,1.0192,-9.8e-05
2017-08-10,1.0194,0.000196
2017-08-11,1.0199,0.00049
2017-08-14,1.0201,0.000196
2017-08-15,1.0204,0.000294
2017-08-16,1.0205,9.8e-05
2017-08-17,1.0203,-0.000196
2017-08-18,1.0208,0.00049
2017-08-21,1.0206,-0.000196
2017-08-22,1.0203,-0.000294
2017-08-23,1.0201,-0.000196
2017-08-24,1.0199,-0.000196
2017-08-25,1.02,9.8e-05
2017-08-28,1.02,0.0
2017-08-29,1.0197,-0.000294
2017-08-30,1.0196,-9.8e-05
2017-08-31,1.0197,9.8e-05
2017-09-01,1.0202,0.00049
2017-09-04,1.0205,0.000294
2017-09-05,1.0205,0.0
2017-09-06,1.0205,0.0
2017-09-07,1.0207,0.000196
2017-09-08,1.0214,0.000686
2017-09-11,1.0221,0.0006850000000000001
2017-09-12,1.0224,0.000294
2017-09-13,1.0228,0.000391
2017-09-14,1.0228,0.0
2017-09-15,1.0233,0.000489
2017-09-18,1.0236,0.000293
2017-09-19,1.0236,0.0
2017-09-20,1.024,0.000391
2017-09-21,1.0242,0.000195
2017-09-22,1.0246,0.000391
2017-09-25,1.0249,0.000293
2017-09-26,1.025,9.8e-05
2017-09-27,1.0249,-9.8e-05
2017-09-28,1.0248,-9.8e-05
2017-09-29,1.0252,0.00039
2017-10-09,1.0262,0.0009750000000000001
2017-10-10,1.026,-0.000195
2017-10-11,1.0265,0.000487
2017-10-12,1.0264,-9.7e-05
2017-10-13,1.0265,9.7e-05
2017-10-16,1.0263,-0.000195
2017-10-17,1.0261,-0.000195
2017-10-18,1.0263,0.000195
2017-10-19,1.0267,0.00039
2017-10-20,1.027,0.000292
2017-10-23,1.0276,0.000584
2017-10-24,1.0273,-0.000292
2017-10-25,1.0271,-0.000195
2017-10-26,1.0271,0.0
2017-10-27,1.0267,-0.00038899999999999997
2017-10-30,1.0256,-0.001071
2017-10-31,1.0254,-0.000195
2017-11-01,1.0257,0.000293
2017-11-02,1.0259,0.000195
2017-11-03,1.0259,0.0
2017-11-06,1.0259,0.0
2017-11-07,1.0258,-9.7e-05
2017-11-08,1.0258,0.0
2017-11-09,1.0258,0.0
2017-11-10,1.0255,-0.000292
2017-11-13,1.0246,-0.000878
2017-11-14,1.0239,-0.000683
2017-11-15,1.0234,-0.00048800000000000004
2017-11-16,1.0235,9.8e-05
2017-11-17,1.0237,0.000195
2017-11-20,1.0238,9.8e-05
2017-11-21,1.0233,-0.00048800000000000004
2017-11-22,1.0219,-0.001368
2017-11-23,1.0208,-0.001076
2017-11-24,1.0208,0.0
2017-11-27,1.0207,-9.8e-05
2017-11-28,1.0203,-0.000392
2017-11-29,1.0203,0.0
2017-11-30,1.0206,0.000294
2017-12-01,1.0211,0.00049
2017-12-04,1.022,0.000881
2017-12-05,1.0225,0.000489
2017-12-06,1.0227,0.000196
2017-12-07,1.0228,9.8e-05
2017-12-08,1.023,0.000196
2017-12-11,1.0234,0.000391
2017-12-12,1.0234,0.0
2017-12-13,1.0231,-0.000293
2017-12-14,1.0228,-0.000293
2017-12-15,1.023,0.000196
