date,nav,daily_return
2018-12-25,1.0,0.0
2018-12-28,1.0,0.0
2018-12-31,1.0002,0.0
2019-01-04,1.0001,0.0
2019-01-11,0.9999,0.0
2019-01-18,1.0001,0.0
2019-01-25,1.0004,0.0
2019-02-01,1.0002,0.0
2019-02-15,1.0007,0.0
2019-02-22,1.0009,0.0
2019-02-25,1.0009,0.0
2019-02-26,1.0031,0.002198
2019-02-27,1.0033,0.000199
2019-02-28,1.0032,-0.0001
2019-03-01,1.0036,0.000399
2019-03-04,1.0056,0.001993
2019-03-05,1.0069,0.0012929999999999999
2019-03-06,1.0075,0.000596
2019-03-07,1.0072,-0.000298
2019-03-08,1.0014,-0.005758999999999999
2019-03-11,1.0071,0.005692
2019-03-12,1.0136,0.006454
2019-03-13,1.0076,-0.005919
2019-03-14,1.0025,-0.005062
2019-03-15,1.0071,0.004588999999999999
2019-03-18,1.0193,0.012114
2019-03-19,1.0261,0.006671
2019-03-20,1.0288,0.002631
2019-03-21,1.0419,0.012733000000000001
2019-03-22,1.0421,0.00019199999999999998
2019-03-25,1.0178,-0.023318
2019-03-26,0.9956,-0.021812
2019-03-27,0.9982,0.002611
2019-03-28,0.995,-0.003206
2019-03-29,1.0111,0.016181
2019-04-01,1.0312,0.019879
2019-04-02,1.0335,0.00223
2019-04-03,1.0349,0.001355
2019-04-04,1.0414,0.006281
2019-04-08,1.0371,-0.004129
2019-04-09,1.0355,-0.0015429999999999999
2019-04-10,1.032,-0.00338
2019-04-11,1.0172,-0.014341
2019-04-12,1.0145,-0.002654
2019-04-15,1.0091,-0.005323
2019-04-16,1.0109,0.001784
2019-04-17,1.0128,0.00188
2019-04-18,1.0177,0.004838
2019-04-19,1.0195,0.001769
2019-04-22,1.0059,-0.013340000000000001
2019-04-23,0.9958,-0.010041
2019-04-24,0.9922,-0.0036149999999999997
2019-04-25,0.976,-0.016327
2019-04-26,0.9601,-0.016291
2019-04-29,0.9591,-0.001042
2019-04-30,0.9658,0.006986
2019-05-06,0.9477,-0.018741
2019-05-07,0.9513,0.0037990000000000003
2019-05-08,0.9507,-0.000631
2019-05-09,0.9498,-0.000947
2019-05-10,0.9579,0.008528
2019-05-13,0.9533,-0.004802
2019-05-14,0.9539,0.000629
2019-05-15,0.9632,0.009749
2019-05-16,0.9629,-0.00031099999999999997
2019-05-17,0.9523,-0.011008
2019-05-20,0.9472,-0.0053549999999999995
2019-05-21,0.9504,0.003378
2019-05-22,0.951,0.000631
2019-05-23,0.9461,-0.005152
2019-05-24,0.9462,0.000106
2019-05-27,0.9458,-0.000423
2019-05-28,0.9456,-0.000211
2019-05-29,0.9453,-0.000317
2019-05-30,0.9428,-0.002645
2019-05-31,0.9433,0.00053
2019-06-03,0.9381,-0.0055130000000000005
2019-06-04,0.9334,-0.00501
2019-06-05,0.9313,-0.0022500000000000003
2019-06-06,0.928,-0.003543
2019-06-10,0.93,0.002155
2019-06-11,0.937,0.007527000000000001
2019-06-12,0.9336,-0.003629
2019-06-13,0.9333,-0.00032099999999999994
2019-06-14,0.9306,-0.002893
2019-06-17,0.9283,-0.0024720000000000002
2019-06-18,0.9274,-0.00097
2019-06-19,0.9315,0.004421
2019-06-20,0.9405,0.009661999999999999
2019-06-21,0.9439,0.0036149999999999997
2019-06-24,0.9445,0.0006360000000000001
2019-06-25,0.9411,-0.0036
2019-06-26,0.9419,0.0008500000000000001
2019-06-27,0.944,0.00223
2019-06-28,0.944,0.0
2019-06-30,0.9439,0.0
2019-07-01,0.9492,0.005508
2019-07-02,0.9487,-0.000527
2019-07-03,0.9476,-0.001159
2019-07-04,0.9466,-0.001055
2019-07-05,0.9472,0.000634
2019-07-08,0.9401,-0.007496
2019-07-09,0.9408,0.000745
2019-07-10,0.9399,-0.000957
2019-07-11,0.9396,-0.000319
2019-07-12,0.9439,0.004576
2019-07-15,0.9464,0.0026490000000000003
2019-07-16,0.9468,0.000423
2019-07-17,0.948,0.0012670000000000001
2019-07-18,0.9466,-0.001477
2019-07-19,0.9487,0.002218
2019-07-22,0.9476,-0.001159
2019-07-23,0.9487,0.001161
2019-07-24,0.9505,0.001897
2019-07-25,0.9551,0.00484
2019-07-26,0.9593,0.004397
2019-07-29,0.9592,-0.000104
2019-07-30,0.9624,0.003336
2019-07-31,0.9621,-0.000312
2019-08-01,0.9588,-0.0034300000000000003
2019-08-02,0.9567,-0.00219
2019-08-05,0.9484,-0.008676
2019-08-06,0.9445,-0.004112
2019-08-07,0.9471,0.002753
2019-08-08,0.9514,0.00454
2019-08-09,0.9494,-0.002102
2019-08-12,0.9526,0.0033710000000000003
2019-08-13,0.9503,-0.002414
2019-08-14,0.9505,0.00021
2019-08-15,0.9529,0.002525
2019-08-16,0.9558,0.003043
2019-08-19,0.9681,0.012868999999999998
2019-08-20,0.9615,-0.006817
2019-08-21,0.9636,0.002184
2019-08-22,0.9603,-0.003425
2019-08-23,0.9657,0.005623
2019-08-26,0.9595,-0.00642
2019-08-27,0.9669,0.007712
2019-08-28,0.9684,0.0015509999999999999
2019-08-29,0.9646,-0.003924
2019-08-30,0.9626,-0.002073
2019-09-02,0.9686,0.006233
2019-09-03,0.971,0.0024779999999999997
2019-09-04,0.9735,0.002575
2019-09-05,0.9807,0.007396000000000001
2019-09-06,0.9849,0.004283
2019-09-09,0.9917,0.006904
2019-09-10,0.9863,-0.005445
2019-09-11,0.9829,-0.003447
2019-09-12,0.9854,0.002543
2019-09-16,0.9808,-0.004668
2019-09-17,0.9672,-0.013866
2019-09-18,0.9684,0.001241
2019-09-19,0.9716,0.003304
2019-09-20,0.9766,0.0051459999999999995
2019-09-23,0.9679,-0.008908000000000001
2019-09-24,0.9675,-0.000413
2019-09-25,0.9626,-0.005064999999999999
2019-09-26,0.9587,-0.004052
2019-09-27,0.9585,-0.00020899999999999998
2019-09-30,0.9572,-0.001356
2019-10-08,0.9599,0.002821
2019-10-09,0.9638,0.004063
2019-10-10,0.971,0.00747
2019-10-11,0.9742,0.003296
2019-10-14,0.9812,0.007185
2019-10-15,0.9782,-0.0030570000000000003
2019-10-16,0.975,-0.003271
2019-10-17,0.9743,-0.000718
2019-10-18,0.9691,-0.005337
2019-10-21,0.9629,-0.006398
2019-10-22,0.9676,0.004881
2019-10-23,0.9615,-0.006304
2019-10-24,0.959,-0.0026
2019-10-25,0.9643,0.005527
2019-10-28,0.9685,0.004355
2019-10-29,0.9662,-0.002375
2019-10-30,0.959,-0.007451999999999999
2019-10-31,0.9566,-0.002503
2019-11-01,0.9631,0.006795
2019-11-04,0.9688,0.005918
2019-11-05,0.9791,0.010631999999999999
2019-11-06,0.9776,-0.001532
2019-11-07,0.9797,0.0021479999999999997
2019-11-08,0.9791,-0.000612
2019-11-11,0.97,-0.009294
2019-11-12,0.9671,-0.00299
2019-11-13,0.9673,0.000207
2019-11-14,0.9672,-0.000103
2019-11-15,0.962,-0.005376
2019-11-18,0.9681,0.006341
2019-11-19,0.9757,0.007850000000000001
2019-11-20,0.9715,-0.004305
2019-11-21,0.9672,-0.004426
2019-11-22,0.9622,-0.00517
2019-11-25,0.9661,0.004053
2019-11-26,0.9667,0.000621
2019-11-27,0.9629,-0.0039310000000000005
2019-11-28,0.9628,-0.000104
2019-11-29,0.9576,-0.005401
2019-12-02,0.9578,0.00020899999999999998
2019-12-03,0.9583,0.000522
2019-12-04,0.9589,0.000626
2019-12-05,0.9621,0.003337
2019-12-06,0.9652,0.003222
2019-12-09,0.9656,0.000414
2019-12-10,0.9672,0.0016569999999999998
2019-12-11,0.9711,0.004032
2019-12-12,0.9717,0.0006180000000000001
2019-12-13,0.981,0.009571
2019-12-16,0.986,0.005097000000000001
2019-12-17,0.9934,0.0075049999999999995
2019-12-18,0.9934,0.0
2019-12-19,0.9899,-0.003523
2019-12-20,0.9849,-0.005051
2019-12-23,0.9831,-0.001828
2019-12-24,0.9887,0.005696
2019-12-25,0.989,0.000303
2019-12-26,0.9946,0.005662
2019-12-27,0.9931,-0.0015079999999999998
2019-12-30,1.0042,0.011177
2019-12-31,1.0121,0.007866999999999999
2020-01-02,1.0242,0.011955
2020-01-03,1.024,-0.000195
2020-01-06,1.0201,-0.0038090000000000003
2020-01-07,1.0257,0.00549
2020-01-08,1.0204,-0.005167000000000001
2020-01-09,1.0265,0.005978
2020-01-10,1.0214,-0.004968
2020-01-13,1.0272,0.005678
2020-01-14,1.0336,0.0062309999999999996
2020-01-15,1.025,-0.00832
2020-01-16,1.0239,-0.0010730000000000002
2020-01-17,1.0256,0.00166
2020-01-20,1.0349,0.009068
2020-01-21,1.0295,-0.005218
2020-01-22,1.0365,0.0067989999999999995
2020-01-23,1.011,-0.024602
2020-02-03,0.9466,-0.063699
2020-02-04,0.9623,0.016586
2020-02-05,0.9703,0.008313000000000001
2020-02-06,0.9833,0.013398
2020-02-07,0.9814,-0.0019320000000000001
2020-02-10,0.9863,0.004993
2020-02-11,0.9869,0.000608
2020-02-12,1.0046,0.017935
2020-02-13,1.0002,-0.00438
2020-02-14,1.0033,0.003099
2020-02-17,1.0185,0.015149999999999999
2020-02-18,1.0281,0.009426
2020-02-19,1.024,-0.003988
2020-02-20,1.0447,0.020215
2020-02-21,1.054,0.008902
2020-02-24,1.067,0.012334000000000001
2020-02-25,1.0701,0.0029049999999999996
2020-02-26,1.0498,-0.01897
2020-02-27,1.0486,-0.001143
2020-02-28,1.015,-0.032043
2020-03-02,1.0263,0.011132999999999999
2020-03-03,1.0354,0.008867
2020-03-04,1.03,-0.005215
2020-03-05,1.0404,0.010097
2020-03-06,1.0347,-0.005479
2020-03-09,1.0009,-0.032666
2020-03-10,1.0159,0.014986999999999999
2020-03-11,1.0123,-0.003544
2020-03-12,0.9986,-0.013534
2020-03-13,0.99,-0.008612
2020-03-16,0.9552,-0.035152
2020-03-17,0.9507,-0.004711
2020-03-18,0.9493,-0.001473
2020-03-19,0.9529,0.003792
2020-03-20,0.9757,0.023927
2020-03-23,0.9396,-0.036999
2020-03-24,0.9514,0.012559
2020-03-25,0.9761,0.025962
2020-03-26,0.9694,-0.006864
2020-03-27,0.9651,-0.004436
2020-03-30,0.9532,-0.01233
2020-03-31,0.9537,0.000525
2020-04-01,0.9503,-0.003565
2020-04-02,0.962,0.012312
2020-04-03,0.9583,-0.003846
2020-04-07,0.9783,0.020870000000000003
2020-04-08,0.9815,0.003271
2020-04-09,0.9852,0.00377
2020-04-10,0.9651,-0.020402
2020-04-13,0.9545,-0.010983
2020-04-14,0.9677,0.013829000000000001
2020-04-15,0.9661,-0.001653
2020-04-16,0.9739,0.008074
2020-04-17,0.9783,0.0045179999999999994
2020-04-20,0.9862,0.008075
2020-04-21,0.9806,-0.005678
2020-04-22,0.9911,0.010708
2020-04-23,0.9911,0.0
2020-04-24,0.9795,-0.011704
2020-04-27,0.9806,0.0011229999999999999
2020-04-28,0.9805,-0.00010200000000000001
2020-04-29,0.9766,-0.003978
