date,nav,daily_return
2023-11-06,1.0,0.0
2023-11-10,0.999,0.0
2023-11-17,1.009,0.0
2023-11-24,1.002,0.0
2023-12-01,1.002,0.0
2023-12-05,0.989,0.0
2023-12-06,0.99,0.001
2023-12-07,0.987,-0.003
2023-12-08,0.9836,-0.0034000000000000002
2023-12-11,0.997,0.013600000000000001
2023-12-12,1.001,0.004
2023-12-13,0.994,-0.006999999999999999
2023-12-14,0.996,0.002
2023-12-15,0.9927,-0.0033
2023-12-18,0.9868,-0.0059
2023-12-19,0.9854,-0.0014000000000000002
2023-12-20,0.9811,-0.0044
2023-12-21,0.9851,0.0040999999999999995
2023-12-22,0.9875,0.0024
2023-12-25,0.9878,0.0003
2023-12-26,0.9819,-0.006
2023-12-27,0.9865,0.004699999999999999
2023-12-28,0.9977,0.011399999999999999
2023-12-29,1.013,0.015300000000000001
2023-12-31,1.0127,-0.0003
2024-01-02,1.0049,-0.0077
2024-01-03,0.9913,-0.013500000000000002
2024-01-04,0.9865,-0.0048
2024-01-05,0.9739,-0.0128
2024-01-08,0.9595,-0.0148
2024-01-09,0.964,0.004699999999999999
2024-01-10,0.9586,-0.005600000000000001
2024-01-11,0.9656,0.0073
2024-01-12,0.9624,-0.0033
2024-01-15,0.9599,-0.0026
2024-01-16,0.9616,0.0018
2024-01-17,0.9412,-0.0212
2024-01-18,0.9422,0.0011
2024-01-19,0.9328,-0.01
2024-01-22,0.8894,-0.04650000000000001
2024-01-23,0.9004,0.0124
2024-01-24,0.9016,0.0013
2024-01-25,0.9219,0.0225
2024-01-26,0.9084,-0.0146
2024-01-29,0.8954,-0.0143
2024-01-30,0.878,-0.0194
2024-01-31,0.8598,-0.0207
2024-02-01,0.858,-0.0021
2024-02-02,0.8405,-0.0204
2024-02-05,0.812,-0.0339
2024-02-06,0.8548,0.0527
2024-02-07,0.8826,0.0325
2024-02-08,0.9143,0.0359
2024-02-19,0.9213,0.0077
2024-02-20,0.9254,0.0045000000000000005
2024-02-21,0.931,0.0060999999999999995
2024-02-22,0.9463,0.016399999999999998
2024-02-23,0.9555,0.0097
2024-02-26,0.9548,-0.0007000000000000001
2024-02-27,0.9739,0.02
2024-02-28,0.9347,-0.0403
2024-02-29,0.9686,0.0363
2024-03-01,0.9703,0.0018
2024-03-04,0.9792,0.0092
2024-03-05,0.9739,-0.0054
2024-03-06,0.9823,0.0086
2024-03-07,0.9828,0.0005
2024-03-08,0.9946,0.012
2024-03-11,0.9971,0.0025
2024-03-12,0.9966,-0.0005
2024-03-13,1.0021,0.0055000000000000005
2024-03-14,0.9957,-0.0064
2024-03-15,1.0047,0.009000000000000001
2024-03-18,1.0098,0.0051
2024-03-19,1.0017,-0.008
2024-03-20,1.0076,0.0059
2024-03-21,1.0073,-0.0003
2024-03-22,0.997,-0.0102
2024-03-25,0.9785,-0.018600000000000002
2024-03-26,0.9744,-0.0042
2024-03-27,0.9629,-0.0118
2024-03-28,0.98,0.0178
2024-03-29,0.9981,0.018500000000000003
2024-04-01,1.012,0.0139
2024-04-02,1.0143,0.0023
2024-04-03,1.0177,0.0034000000000000002
2024-04-08,1.007,-0.0105
2024-04-09,1.0063,-0.0007000000000000001
2024-04-10,1.0013,-0.005
2024-04-11,1.0122,0.0109
2024-04-12,1.0254,0.013000000000000001
2024-04-15,1.0251,-0.0003
2024-04-16,1.0014,-0.0231
2024-04-17,1.0351,0.0337
2024-04-18,1.042,0.0067
2024-04-19,1.0454,0.0033
2024-04-22,1.0361,-0.0089
2024-04-23,1.0118,-0.0235
2024-04-24,1.0297,0.0177
2024-04-25,1.0318,0.002
